"native_name"$"en_name"$"country"$"address"$"url"
"Universidad Nacional de La Plata"$"National University of La Plata"$"Argentina"$"7 n.¡ã 77"$"http://www.unlp.edu.ar/"
"University of Buenos Aires"$"University of Buenos Aires"$"Argentina"$"Universidad de Buenos Aires, Calle Viamonte 430/444, C1053ABH Buenos Aires, Capital Federal Argentina"$"http://www.uba.ar"
"Charles Sturt University"$"Charles Sturt University"$"Australia"$"Panorama Avenue"$"http://www.csu.edu.au/"
